trace_id,log
0f0b87c8-3f05-4d14-a205-9efea6a2672c,Patch deployment in progress - system running in degraded mode.
0f0b87c8-3f05-4d14-a205-9efea6a2672c,Malformed JSON received in response payload.
0f0b87c8-3f05-4d14-a205-9efea6a2672c,Timeout occurred while waiting for response.
0f0b87c8-3f05-4d14-a205-9efea6a2672c,Request forwarded to backend service.
65439a1a-a9d7-44b2-8c61-63474cde9fea,Retrying the request due to transient error.
65439a1a-a9d7-44b2-8c61-63474cde9fea,SGA encountered a technical error at stage 2.
65439a1a-a9d7-44b2-8c61-63474cde9fea,Patch deployment in progress - system running in degraded mode.
65439a1a-a9d7-44b2-8c61-63474cde9fea,Validation failed due to missing headers.
9f39fbeb-b58f-4f5d-b94f-d1bb4abe8116,Request forwarded to backend service.
9f39fbeb-b58f-4f5d-b94f-d1bb4abe8116,System resources exhausted: CPU at 95%.
9f39fbeb-b58f-4f5d-b94f-d1bb4abe8116,Patch deployment in progress - system running in degraded mode.
05b60ad8-c7e2-4b12-87bb-628722bb617c,Request forwarded to backend service.
05b60ad8-c7e2-4b12-87bb-628722bb617c,Malformed JSON received in response payload.
05b60ad8-c7e2-4b12-87bb-628722bb617c,"Request received by gateway, processing started."
05b60ad8-c7e2-4b12-87bb-628722bb617c,System resources exhausted: CPU at 95%.
ffd283dd-adf4-497a-ac61-a2583f1dcd81,Retrying the request due to transient error.
ffd283dd-adf4-497a-ac61-a2583f1dcd81,SGA encountered a technical error at stage 2.
ffd283dd-adf4-497a-ac61-a2583f1dcd81,Malformed JSON received in response payload.
ffd283dd-adf4-497a-ac61-a2583f1dcd81,Request forwarded to backend service.
ffd283dd-adf4-497a-ac61-a2583f1dcd81,"Request received by gateway, processing started."
3fa8d689-7f07-4e79-8dc8-1a526ac7d3d0,Error: Authentication token expired.
3fa8d689-7f07-4e79-8dc8-1a526ac7d3d0,"Request received by gateway, processing started."
3fa8d689-7f07-4e79-8dc8-1a526ac7d3d0,System resources exhausted: CPU at 95%.
3fa8d689-7f07-4e79-8dc8-1a526ac7d3d0,Patch deployment in progress - system running in degraded mode.
85524c5c-5dc0-423e-a6e8-f524ff9e71f6,Timeout occurred while waiting for response.
85524c5c-5dc0-423e-a6e8-f524ff9e71f6,Patch deployment in progress - system running in degraded mode.
85524c5c-5dc0-423e-a6e8-f524ff9e71f6,Malformed JSON received in response payload.
85524c5c-5dc0-423e-a6e8-f524ff9e71f6,Validation failed due to missing headers.
85524c5c-5dc0-423e-a6e8-f524ff9e71f6,Retrying the request due to transient error.
de342bcb-b859-4ee1-b913-f39516fecbf4,Retrying the request due to transient error.
de342bcb-b859-4ee1-b913-f39516fecbf4,Validation failed due to missing headers.
4719477c-f1cf-42f9-b924-075bcaada2ec,Validation failed due to missing headers.
4719477c-f1cf-42f9-b924-075bcaada2ec,Error: Authentication token expired.
4719477c-f1cf-42f9-b924-075bcaada2ec,Retrying the request due to transient error.
30bd6150-5e11-4e46-9450-29caf2464520,Patch deployment in progress - system running in degraded mode.
30bd6150-5e11-4e46-9450-29caf2464520,Validation failed due to missing headers.
30bd6150-5e11-4e46-9450-29caf2464520,Error: Authentication token expired.
484f69e7-a21f-4b7b-898e-c565b60eb110,Patch deployment in progress - system running in degraded mode.
484f69e7-a21f-4b7b-898e-c565b60eb110,Retrying the request due to transient error.
484f69e7-a21f-4b7b-898e-c565b60eb110,SGA encountered a technical error at stage 2.
484f69e7-a21f-4b7b-898e-c565b60eb110,Validation failed due to missing headers.
484f69e7-a21f-4b7b-898e-c565b60eb110,Request forwarded to backend service.
f1b7d7e8-53bd-4fcc-b618-859d802b5dc9,Malformed JSON received in response payload.
f1b7d7e8-53bd-4fcc-b618-859d802b5dc9,Validation failed due to missing headers.
f1b7d7e8-53bd-4fcc-b618-859d802b5dc9,Timeout occurred while waiting for response.
f1b7d7e8-53bd-4fcc-b618-859d802b5dc9,"Request received by gateway, processing started."
8ce5b196-f54c-4822-9a40-c2e9ee7cf4c1,Trace completed with status code 500.
8ce5b196-f54c-4822-9a40-c2e9ee7cf4c1,Validation failed due to missing headers.
8ce5b196-f54c-4822-9a40-c2e9ee7cf4c1,Malformed JSON received in response payload.
8ce5b196-f54c-4822-9a40-c2e9ee7cf4c1,Timeout occurred while waiting for response.
8ce5b196-f54c-4822-9a40-c2e9ee7cf4c1,Patch deployment in progress - system running in degraded mode.
979f0341-9da4-4c0a-bc11-1332bf39342d,Request forwarded to backend service.
979f0341-9da4-4c0a-bc11-1332bf39342d,Trace completed with status code 500.
979f0341-9da4-4c0a-bc11-1332bf39342d,"Request received by gateway, processing started."
979f0341-9da4-4c0a-bc11-1332bf39342d,System resources exhausted: CPU at 95%.
7702ec80-d8f5-4b9a-8f52-b92d975eecb6,Request forwarded to backend service.
7702ec80-d8f5-4b9a-8f52-b92d975eecb6,Retrying the request due to transient error.
7702ec80-d8f5-4b9a-8f52-b92d975eecb6,System resources exhausted: CPU at 95%.
7702ec80-d8f5-4b9a-8f52-b92d975eecb6,"Request received by gateway, processing started."
8a3a9eef-5a05-4aa1-9797-fcac13d5ed21,Error: Authentication token expired.
8a3a9eef-5a05-4aa1-9797-fcac13d5ed21,Patch deployment in progress - system running in degraded mode.
8a3a9eef-5a05-4aa1-9797-fcac13d5ed21,"Request received by gateway, processing started."
d2ba9030-06f8-4db3-a616-7653f472633d,"Request received by gateway, processing started."
d2ba9030-06f8-4db3-a616-7653f472633d,Patch deployment in progress - system running in degraded mode.
d2ba9030-06f8-4db3-a616-7653f472633d,Validation failed due to missing headers.
d2ba9030-06f8-4db3-a616-7653f472633d,Retrying the request due to transient error.
43f778d7-2e3d-46e6-89af-208813e005a9,Error: Authentication token expired.
43f778d7-2e3d-46e6-89af-208813e005a9,Retrying the request due to transient error.
43f778d7-2e3d-46e6-89af-208813e005a9,Timeout occurred while waiting for response.
43f778d7-2e3d-46e6-89af-208813e005a9,SGA encountered a technical error at stage 2.
2be1a52c-b4ac-46f5-a06e-62beee43f23e,System resources exhausted: CPU at 95%.
2be1a52c-b4ac-46f5-a06e-62beee43f23e,"Request received by gateway, processing started."
2be1a52c-b4ac-46f5-a06e-62beee43f23e,Request forwarded to backend service.
2be1a52c-b4ac-46f5-a06e-62beee43f23e,Error: Authentication token expired.
2be1a52c-b4ac-46f5-a06e-62beee43f23e,Retrying the request due to transient error.
7b40b22a-7053-4d54-8d0f-7356a2855d59,Retrying the request due to transient error.
7b40b22a-7053-4d54-8d0f-7356a2855d59,Timeout occurred while waiting for response.
7b40b22a-7053-4d54-8d0f-7356a2855d59,"Request received by gateway, processing started."
7b40b22a-7053-4d54-8d0f-7356a2855d59,Trace completed with status code 500.
b84a10af-f6c9-444f-afc9-7a18cae5b26a,Validation failed due to missing headers.
b84a10af-f6c9-444f-afc9-7a18cae5b26a,System resources exhausted: CPU at 95%.
2662bed5-c073-4bf1-bacd-90a29eb8688a,Error: Authentication token expired.
2662bed5-c073-4bf1-bacd-90a29eb8688a,Request forwarded to backend service.
2662bed5-c073-4bf1-bacd-90a29eb8688a,Trace completed with status code 500.
2662bed5-c073-4bf1-bacd-90a29eb8688a,Patch deployment in progress - system running in degraded mode.
2662bed5-c073-4bf1-bacd-90a29eb8688a,"Request received by gateway, processing started."
da9be930-3e6e-4919-8471-fdb4319d3ec2,System resources exhausted: CPU at 95%.
da9be930-3e6e-4919-8471-fdb4319d3ec2,Request forwarded to backend service.
da9be930-3e6e-4919-8471-fdb4319d3ec2,Patch deployment in progress - system running in degraded mode.
c0c87614-9206-4ba6-9241-cb20abaa44fc,Validation failed due to missing headers.
c0c87614-9206-4ba6-9241-cb20abaa44fc,Request forwarded to backend service.
5edd39b3-6dda-4874-8180-881ed00fc508,System resources exhausted: CPU at 95%.
5edd39b3-6dda-4874-8180-881ed00fc508,"Request received by gateway, processing started."
998d6602-f221-4d6e-a026-5b04227798ce,Request forwarded to backend service.
998d6602-f221-4d6e-a026-5b04227798ce,SGA encountered a technical error at stage 2.
998d6602-f221-4d6e-a026-5b04227798ce,"Request received by gateway, processing started."
998d6602-f221-4d6e-a026-5b04227798ce,Malformed JSON received in response payload.
998d6602-f221-4d6e-a026-5b04227798ce,Error: Authentication token expired.
60b8c8d6-7bf4-4a59-b2a0-3375d91c17de,Retrying the request due to transient error.
60b8c8d6-7bf4-4a59-b2a0-3375d91c17de,Validation failed due to missing headers.
720fec0d-5a0d-4b74-a0d3-1313ad682071,SGA encountered a technical error at stage 2.
720fec0d-5a0d-4b74-a0d3-1313ad682071,"Request received by gateway, processing started."
720fec0d-5a0d-4b74-a0d3-1313ad682071,Request forwarded to backend service.
720fec0d-5a0d-4b74-a0d3-1313ad682071,Error: Authentication token expired.
043e3ca5-5095-40f8-8ba4-5ea8fafd1fa2,Trace completed with status code 500.
043e3ca5-5095-40f8-8ba4-5ea8fafd1fa2,Error: Authentication token expired.
060c4ea9-f908-484c-88c5-84052e886404,Retrying the request due to transient error.
060c4ea9-f908-484c-88c5-84052e886404,Request forwarded to backend service.
060c4ea9-f908-484c-88c5-84052e886404,Error: Authentication token expired.
44ac07bf-4801-44d4-abf8-e0f410aae3ba,Request forwarded to backend service.
44ac07bf-4801-44d4-abf8-e0f410aae3ba,Error: Authentication token expired.
1a1119a9-c12f-4700-9f09-42d204d073fb,Timeout occurred while waiting for response.
1a1119a9-c12f-4700-9f09-42d204d073fb,Request forwarded to backend service.
1a1119a9-c12f-4700-9f09-42d204d073fb,"Request received by gateway, processing started."
1a1119a9-c12f-4700-9f09-42d204d073fb,Patch deployment in progress - system running in degraded mode.
1a1119a9-c12f-4700-9f09-42d204d073fb,Malformed JSON received in response payload.
79238ff7-d2e7-491a-bfff-d178666e0122,Timeout occurred while waiting for response.
79238ff7-d2e7-491a-bfff-d178666e0122,"Request received by gateway, processing started."
79238ff7-d2e7-491a-bfff-d178666e0122,SGA encountered a technical error at stage 2.
77ad6419-553c-4198-a6e0-c88148b443d7,Error: Authentication token expired.
77ad6419-553c-4198-a6e0-c88148b443d7,SGA encountered a technical error at stage 2.
e8d90509-0b0f-46c0-af6e-29501144725f,Malformed JSON received in response payload.
e8d90509-0b0f-46c0-af6e-29501144725f,System resources exhausted: CPU at 95%.
e8d90509-0b0f-46c0-af6e-29501144725f,Validation failed due to missing headers.
ea85e185-71a4-4e42-b862-514ff5841934,Timeout occurred while waiting for response.
ea85e185-71a4-4e42-b862-514ff5841934,Malformed JSON received in response payload.
ea85e185-71a4-4e42-b862-514ff5841934,Trace completed with status code 500.
ea85e185-71a4-4e42-b862-514ff5841934,Validation failed due to missing headers.
216ef6bb-f69e-444b-8fab-c848025e64a2,Patch deployment in progress - system running in degraded mode.
216ef6bb-f69e-444b-8fab-c848025e64a2,Request forwarded to backend service.
b9bbc933-cb3a-4b1c-bd42-aeb6d660930e,Timeout occurred while waiting for response.
b9bbc933-cb3a-4b1c-bd42-aeb6d660930e,Trace completed with status code 500.
b9bbc933-cb3a-4b1c-bd42-aeb6d660930e,Error: Authentication token expired.
b9bbc933-cb3a-4b1c-bd42-aeb6d660930e,Malformed JSON received in response payload.
9abc86bd-8d62-4fbe-bc28-da850ba160d4,Trace completed with status code 500.
9abc86bd-8d62-4fbe-bc28-da850ba160d4,Retrying the request due to transient error.
9abc86bd-8d62-4fbe-bc28-da850ba160d4,Error: Authentication token expired.
9abc86bd-8d62-4fbe-bc28-da850ba160d4,Malformed JSON received in response payload.
9abc86bd-8d62-4fbe-bc28-da850ba160d4,System resources exhausted: CPU at 95%.
d0df893b-638a-4be4-b3a3-0a69f57d419f,"Request received by gateway, processing started."
d0df893b-638a-4be4-b3a3-0a69f57d419f,Retrying the request due to transient error.
d0df893b-638a-4be4-b3a3-0a69f57d419f,Validation failed due to missing headers.
d0df893b-638a-4be4-b3a3-0a69f57d419f,Error: Authentication token expired.
d0df893b-638a-4be4-b3a3-0a69f57d419f,Request forwarded to backend service.
830926d6-d9f9-44a0-8edf-87e7b37a67dc,System resources exhausted: CPU at 95%.
830926d6-d9f9-44a0-8edf-87e7b37a67dc,Trace completed with status code 500.
8e60a5f1-9ab5-44c7-b861-5e56e48014bc,Retrying the request due to transient error.
8e60a5f1-9ab5-44c7-b861-5e56e48014bc,Patch deployment in progress - system running in degraded mode.
8e60a5f1-9ab5-44c7-b861-5e56e48014bc,Timeout occurred while waiting for response.
8e60a5f1-9ab5-44c7-b861-5e56e48014bc,Malformed JSON received in response payload.
b47b3e7b-1ced-484b-9fe7-027617cc9d42,Patch deployment in progress - system running in degraded mode.
b47b3e7b-1ced-484b-9fe7-027617cc9d42,Trace completed with status code 500.
b47b3e7b-1ced-484b-9fe7-027617cc9d42,System resources exhausted: CPU at 95%.
b47b3e7b-1ced-484b-9fe7-027617cc9d42,Timeout occurred while waiting for response.
b47b3e7b-1ced-484b-9fe7-027617cc9d42,SGA encountered a technical error at stage 2.
a6c7a18a-49e4-42f0-ad09-11b7f5ee6953,Validation failed due to missing headers.
a6c7a18a-49e4-42f0-ad09-11b7f5ee6953,Timeout occurred while waiting for response.
f739b0e3-ca8a-4277-833a-2801fccb6fbb,Timeout occurred while waiting for response.
f739b0e3-ca8a-4277-833a-2801fccb6fbb,SGA encountered a technical error at stage 2.
86bca64e-d3ce-438b-ab1b-dbc425596ed6,Request forwarded to backend service.
86bca64e-d3ce-438b-ab1b-dbc425596ed6,Timeout occurred while waiting for response.
86bca64e-d3ce-438b-ab1b-dbc425596ed6,SGA encountered a technical error at stage 2.
86bca64e-d3ce-438b-ab1b-dbc425596ed6,Trace completed with status code 500.
d9475a7f-6f73-4c79-94ca-7827d7de5fd9,Trace completed with status code 500.
d9475a7f-6f73-4c79-94ca-7827d7de5fd9,Request forwarded to backend service.
1dee7bf2-0c59-4729-9718-3c8b42195ef4,System resources exhausted: CPU at 95%.
1dee7bf2-0c59-4729-9718-3c8b42195ef4,SGA encountered a technical error at stage 2.
1dee7bf2-0c59-4729-9718-3c8b42195ef4,"Request received by gateway, processing started."
1dee7bf2-0c59-4729-9718-3c8b42195ef4,Timeout occurred while waiting for response.
1dee7bf2-0c59-4729-9718-3c8b42195ef4,Patch deployment in progress - system running in degraded mode.
0767ae4b-2897-4750-ba48-ef633a54b561,Malformed JSON received in response payload.
0767ae4b-2897-4750-ba48-ef633a54b561,Error: Authentication token expired.
0767ae4b-2897-4750-ba48-ef633a54b561,"Request received by gateway, processing started."
0767ae4b-2897-4750-ba48-ef633a54b561,SGA encountered a technical error at stage 2.
0767ae4b-2897-4750-ba48-ef633a54b561,Patch deployment in progress - system running in degraded mode.
64455003-72f8-4dc0-ab3a-8c3a20679d77,Retrying the request due to transient error.
64455003-72f8-4dc0-ab3a-8c3a20679d77,SGA encountered a technical error at stage 2.
64455003-72f8-4dc0-ab3a-8c3a20679d77,Patch deployment in progress - system running in degraded mode.
64455003-72f8-4dc0-ab3a-8c3a20679d77,"Request received by gateway, processing started."
64455003-72f8-4dc0-ab3a-8c3a20679d77,Validation failed due to missing headers.
5e03ff59-ec11-488d-b049-de2468416666,Malformed JSON received in response payload.
5e03ff59-ec11-488d-b049-de2468416666,Retrying the request due to transient error.
5e03ff59-ec11-488d-b049-de2468416666,System resources exhausted: CPU at 95%.
5e03ff59-ec11-488d-b049-de2468416666,SGA encountered a technical error at stage 2.
4843f108-974e-48ac-9a39-c4c8e2da091b,Trace completed with status code 500.
4843f108-974e-48ac-9a39-c4c8e2da091b,Error: Authentication token expired.
4843f108-974e-48ac-9a39-c4c8e2da091b,SGA encountered a technical error at stage 2.
4843f108-974e-48ac-9a39-c4c8e2da091b,Request forwarded to backend service.
4843f108-974e-48ac-9a39-c4c8e2da091b,Patch deployment in progress - system running in degraded mode.
3f96cda5-2839-4e12-abe7-4b2b65f4efe5,Error: Authentication token expired.
3f96cda5-2839-4e12-abe7-4b2b65f4efe5,Retrying the request due to transient error.
3f96cda5-2839-4e12-abe7-4b2b65f4efe5,SGA encountered a technical error at stage 2.
3f96cda5-2839-4e12-abe7-4b2b65f4efe5,Request forwarded to backend service.
3f96cda5-2839-4e12-abe7-4b2b65f4efe5,System resources exhausted: CPU at 95%.
7708f67b-b96e-4dec-bf83-21265f2154e9,Trace completed with status code 500.
7708f67b-b96e-4dec-bf83-21265f2154e9,SGA encountered a technical error at stage 2.
7708f67b-b96e-4dec-bf83-21265f2154e9,Malformed JSON received in response payload.
d120df37-5274-431a-b094-247bdb700847,Validation failed due to missing headers.
d120df37-5274-431a-b094-247bdb700847,Error: Authentication token expired.
d120df37-5274-431a-b094-247bdb700847,Trace completed with status code 500.
8313ca29-ee42-494d-b05d-41c089e061c5,Error: Authentication token expired.
8313ca29-ee42-494d-b05d-41c089e061c5,Retrying the request due to transient error.
8313ca29-ee42-494d-b05d-41c089e061c5,Validation failed due to missing headers.
8313ca29-ee42-494d-b05d-41c089e061c5,Trace completed with status code 500.
478360c8-9972-41c7-8025-30ffa8ca389c,"Request received by gateway, processing started."
478360c8-9972-41c7-8025-30ffa8ca389c,Retrying the request due to transient error.
478360c8-9972-41c7-8025-30ffa8ca389c,Error: Authentication token expired.
478360c8-9972-41c7-8025-30ffa8ca389c,System resources exhausted: CPU at 95%.
478360c8-9972-41c7-8025-30ffa8ca389c,Validation failed due to missing headers.
d9543ded-b406-424e-b827-08024ef8767d,Trace completed with status code 500.
d9543ded-b406-424e-b827-08024ef8767d,Timeout occurred while waiting for response.
d9543ded-b406-424e-b827-08024ef8767d,Validation failed due to missing headers.
c2a6ad00-6ff3-4047-944c-41854fa761d5,Error: Authentication token expired.
c2a6ad00-6ff3-4047-944c-41854fa761d5,Request forwarded to backend service.
c2a6ad00-6ff3-4047-944c-41854fa761d5,SGA encountered a technical error at stage 2.
c2a6ad00-6ff3-4047-944c-41854fa761d5,Patch deployment in progress - system running in degraded mode.
c2a6ad00-6ff3-4047-944c-41854fa761d5,Timeout occurred while waiting for response.
5e947b40-76e4-4831-86c6-1134622b685b,SGA encountered a technical error at stage 2.
5e947b40-76e4-4831-86c6-1134622b685b,"Request received by gateway, processing started."
636236de-5a02-4416-a81e-bfa2461afb5e,Validation failed due to missing headers.
636236de-5a02-4416-a81e-bfa2461afb5e,System resources exhausted: CPU at 95%.
636236de-5a02-4416-a81e-bfa2461afb5e,Retrying the request due to transient error.
06d0d9a2-a937-475e-9bd0-3628db8dca08,Error: Authentication token expired.
06d0d9a2-a937-475e-9bd0-3628db8dca08,Validation failed due to missing headers.
63ab335b-0dd9-44b0-9697-a4f1ecd7f71d,SGA encountered a technical error at stage 2.
63ab335b-0dd9-44b0-9697-a4f1ecd7f71d,Retrying the request due to transient error.
63ab335b-0dd9-44b0-9697-a4f1ecd7f71d,"Request received by gateway, processing started."
81ad73a9-30a1-4816-a421-2eed3cfeee32,Patch deployment in progress - system running in degraded mode.
81ad73a9-30a1-4816-a421-2eed3cfeee32,System resources exhausted: CPU at 95%.
81ad73a9-30a1-4816-a421-2eed3cfeee32,Retrying the request due to transient error.
496d320c-ef0e-4bae-a933-fe95a3dfced1,Error: Authentication token expired.
496d320c-ef0e-4bae-a933-fe95a3dfced1,Request forwarded to backend service.
496d320c-ef0e-4bae-a933-fe95a3dfced1,SGA encountered a technical error at stage 2.
496d320c-ef0e-4bae-a933-fe95a3dfced1,"Request received by gateway, processing started."
5a47d776-5010-40d1-9c40-f9a472940a26,SGA encountered a technical error at stage 2.
5a47d776-5010-40d1-9c40-f9a472940a26,System resources exhausted: CPU at 95%.
89068e70-3cb9-4926-adf8-aaec01a073ce,Patch deployment in progress - system running in degraded mode.
89068e70-3cb9-4926-adf8-aaec01a073ce,"Request received by gateway, processing started."
17fc4a6c-a9d6-4539-90cf-f5476e678f0b,Validation failed due to missing headers.
17fc4a6c-a9d6-4539-90cf-f5476e678f0b,Timeout occurred while waiting for response.
17fc4a6c-a9d6-4539-90cf-f5476e678f0b,Retrying the request due to transient error.
77f9797e-91a9-402f-b714-e011d5fc7e1a,Retrying the request due to transient error.
77f9797e-91a9-402f-b714-e011d5fc7e1a,Validation failed due to missing headers.
77f9797e-91a9-402f-b714-e011d5fc7e1a,Request forwarded to backend service.
77f9797e-91a9-402f-b714-e011d5fc7e1a,System resources exhausted: CPU at 95%.
77f9797e-91a9-402f-b714-e011d5fc7e1a,Patch deployment in progress - system running in degraded mode.
809aaba4-55cf-484d-b4ef-53ed4cafc54d,Validation failed due to missing headers.
809aaba4-55cf-484d-b4ef-53ed4cafc54d,Trace completed with status code 500.
98b6ca25-86a8-428d-997d-892b7cbfb7da,Timeout occurred while waiting for response.
98b6ca25-86a8-428d-997d-892b7cbfb7da,Trace completed with status code 500.
98b6ca25-86a8-428d-997d-892b7cbfb7da,Validation failed due to missing headers.
98b6ca25-86a8-428d-997d-892b7cbfb7da,Malformed JSON received in response payload.
ef7d365b-8c13-4c6c-a767-429446487166,Retrying the request due to transient error.
ef7d365b-8c13-4c6c-a767-429446487166,Request forwarded to backend service.
ef7d365b-8c13-4c6c-a767-429446487166,Error: Authentication token expired.
07aca73e-8081-4c9b-aa65-7ef8fc18b30a,"Request received by gateway, processing started."
07aca73e-8081-4c9b-aa65-7ef8fc18b30a,Error: Authentication token expired.
07aca73e-8081-4c9b-aa65-7ef8fc18b30a,Validation failed due to missing headers.
67730135-fd08-4206-86c0-8cada6eb2917,Validation failed due to missing headers.
67730135-fd08-4206-86c0-8cada6eb2917,Error: Authentication token expired.
69108e76-708b-43ef-8c60-97d462f12954,System resources exhausted: CPU at 95%.
69108e76-708b-43ef-8c60-97d462f12954,Trace completed with status code 500.
69108e76-708b-43ef-8c60-97d462f12954,Malformed JSON received in response payload.
d32bc312-36e4-458e-b7f7-22fdd020a011,Request forwarded to backend service.
d32bc312-36e4-458e-b7f7-22fdd020a011,Trace completed with status code 500.
d32bc312-36e4-458e-b7f7-22fdd020a011,Validation failed due to missing headers.
d32bc312-36e4-458e-b7f7-22fdd020a011,SGA encountered a technical error at stage 2.
d32bc312-36e4-458e-b7f7-22fdd020a011,Malformed JSON received in response payload.
12c19e5a-f1bb-4b9e-952e-858976466de1,Retrying the request due to transient error.
12c19e5a-f1bb-4b9e-952e-858976466de1,"Request received by gateway, processing started."
12c19e5a-f1bb-4b9e-952e-858976466de1,Timeout occurred while waiting for response.
e9af5a51-c00e-4ea9-be59-bcac650801fd,Trace completed with status code 500.
e9af5a51-c00e-4ea9-be59-bcac650801fd,Request forwarded to backend service.
e9af5a51-c00e-4ea9-be59-bcac650801fd,Error: Authentication token expired.
e9af5a51-c00e-4ea9-be59-bcac650801fd,Validation failed due to missing headers.
e9af5a51-c00e-4ea9-be59-bcac650801fd,"Request received by gateway, processing started."
7c94f3d0-42c9-43c8-be6b-d5ea87587ac5,Error: Authentication token expired.
7c94f3d0-42c9-43c8-be6b-d5ea87587ac5,"Request received by gateway, processing started."
6172c362-9454-44d8-bae4-3765fa14e802,Trace completed with status code 500.
6172c362-9454-44d8-bae4-3765fa14e802,Timeout occurred while waiting for response.
6172c362-9454-44d8-bae4-3765fa14e802,Retrying the request due to transient error.
6172c362-9454-44d8-bae4-3765fa14e802,Malformed JSON received in response payload.
6172c362-9454-44d8-bae4-3765fa14e802,Validation failed due to missing headers.
005fcf6d-d992-4032-b492-1ffb2b3084b9,System resources exhausted: CPU at 95%.
005fcf6d-d992-4032-b492-1ffb2b3084b9,Error: Authentication token expired.
005fcf6d-d992-4032-b492-1ffb2b3084b9,Retrying the request due to transient error.
005fcf6d-d992-4032-b492-1ffb2b3084b9,Patch deployment in progress - system running in degraded mode.
005fcf6d-d992-4032-b492-1ffb2b3084b9,Malformed JSON received in response payload.
76ddf43f-45cd-4978-8895-3451ff323485,"Request received by gateway, processing started."
76ddf43f-45cd-4978-8895-3451ff323485,Patch deployment in progress - system running in degraded mode.
76ddf43f-45cd-4978-8895-3451ff323485,Validation failed due to missing headers.
783c1db8-79f4-4f08-8462-670f55bae792,Validation failed due to missing headers.
783c1db8-79f4-4f08-8462-670f55bae792,Request forwarded to backend service.
783c1db8-79f4-4f08-8462-670f55bae792,Timeout occurred while waiting for response.
783c1db8-79f4-4f08-8462-670f55bae792,Error: Authentication token expired.
783c1db8-79f4-4f08-8462-670f55bae792,"Request received by gateway, processing started."
45126223-3d96-4c11-a95b-4afaf50a4604,Timeout occurred while waiting for response.
45126223-3d96-4c11-a95b-4afaf50a4604,Malformed JSON received in response payload.
eac7fc68-c8dc-4523-8f62-e812cb289b10,Timeout occurred while waiting for response.
eac7fc68-c8dc-4523-8f62-e812cb289b10,Malformed JSON received in response payload.
eac7fc68-c8dc-4523-8f62-e812cb289b10,"Request received by gateway, processing started."
8f816dda-d882-4149-b1fc-a59fe485f020,Trace completed with status code 500.
8f816dda-d882-4149-b1fc-a59fe485f020,Request forwarded to backend service.
bce3ac10-b83c-4a84-97c4-becfa407cb7a,System resources exhausted: CPU at 95%.
bce3ac10-b83c-4a84-97c4-becfa407cb7a,Trace completed with status code 500.
bce3ac10-b83c-4a84-97c4-becfa407cb7a,Retrying the request due to transient error.
bce3ac10-b83c-4a84-97c4-becfa407cb7a,Validation failed due to missing headers.
5577e17f-07ad-4e31-b730-01ad989c3b71,Error: Authentication token expired.
5577e17f-07ad-4e31-b730-01ad989c3b71,Validation failed due to missing headers.
5577e17f-07ad-4e31-b730-01ad989c3b71,Timeout occurred while waiting for response.
6c4cbc2e-9061-4855-ab53-23d997f3bb6f,Malformed JSON received in response payload.
6c4cbc2e-9061-4855-ab53-23d997f3bb6f,SGA encountered a technical error at stage 2.
6c4cbc2e-9061-4855-ab53-23d997f3bb6f,Trace completed with status code 500.
6c4cbc2e-9061-4855-ab53-23d997f3bb6f,Error: Authentication token expired.
6c4cbc2e-9061-4855-ab53-23d997f3bb6f,Retrying the request due to transient error.
f70c1229-7492-4eb4-ad19-ef368253bd56,System resources exhausted: CPU at 95%.
f70c1229-7492-4eb4-ad19-ef368253bd56,Trace completed with status code 500.
f70c1229-7492-4eb4-ad19-ef368253bd56,SGA encountered a technical error at stage 2.
f70c1229-7492-4eb4-ad19-ef368253bd56,Request forwarded to backend service.
c9c8dca6-c288-461e-b6c6-18796a652422,Retrying the request due to transient error.
c9c8dca6-c288-461e-b6c6-18796a652422,Timeout occurred while waiting for response.
b1cd5d1f-15a4-4fa7-8c12-7ee4dfe4ec4e,Error: Authentication token expired.
b1cd5d1f-15a4-4fa7-8c12-7ee4dfe4ec4e,Request forwarded to backend service.
b1cd5d1f-15a4-4fa7-8c12-7ee4dfe4ec4e,Trace completed with status code 500.
1cc363de-1573-4998-9ace-3f39defd67fd,Trace completed with status code 500.
1cc363de-1573-4998-9ace-3f39defd67fd,Retrying the request due to transient error.
21ae706e-f878-4b4e-9269-75fdebd3c9a8,Error: Authentication token expired.
21ae706e-f878-4b4e-9269-75fdebd3c9a8,Malformed JSON received in response payload.
21ae706e-f878-4b4e-9269-75fdebd3c9a8,Retrying the request due to transient error.
21ae706e-f878-4b4e-9269-75fdebd3c9a8,Trace completed with status code 500.
93d74c25-34a0-42c1-9b82-d6576021734b,Retrying the request due to transient error.
93d74c25-34a0-42c1-9b82-d6576021734b,Patch deployment in progress - system running in degraded mode.
49920190-cf6e-4275-8ac4-96c32ebeb400,Validation failed due to missing headers.
49920190-cf6e-4275-8ac4-96c32ebeb400,Retrying the request due to transient error.
9c9a035c-94a4-461a-8282-2af4a2ead716,Malformed JSON received in response payload.
9c9a035c-94a4-461a-8282-2af4a2ead716,Trace completed with status code 500.
9c9a035c-94a4-461a-8282-2af4a2ead716,Patch deployment in progress - system running in degraded mode.
0f3df282-5ab3-4246-9e10-04d6e3058d49,System resources exhausted: CPU at 95%.
0f3df282-5ab3-4246-9e10-04d6e3058d49,Malformed JSON received in response payload.
0f3df282-5ab3-4246-9e10-04d6e3058d49,Trace completed with status code 500.
