,incident_id,description,category,urgency,status,ci_id,cr_number,resolution,tags,incident_date,cause,app,app_name,trace_id
460,INC10460,Packet loss observed,Network,High,Resolved,"FW003,FW001",CRQ988222,Issue resolved after thorough analysis and corrective action taken.,"dns, timeout, router",2025-02-19,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
461,INC10461,Database connection issues,Performance,Low,Open,,,Issue resolved after thorough analysis and corrective action taken.,"latency, db, timeout",2025-02-19,Generic operational issue requiring investigation.,DBG,Database Group,5e03ff59-ec11-488d-b049-de2468416666
462,INC10462,System rebooted unexpectedly,Network,Low,Resolved,DB101,CRQ935113,Resolved by restarting the impacted services and monitoring the system for stability.,"db, dns, latency",2025-03-10,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
463,INC10463,Packet loss observed,Connectivity,High,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"dns, db, firewall",2025-02-22,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
464,INC10464,Firewall blocking outgoing traffic,Connectivity,Low,Resolved,,,Configuration corrected and validated with relevant teams before restoration.,"router, db, timeout",2025-02-24,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
465,INC10465,Firewall blocking outgoing traffic,Database,Low,In Progress,FW001,CRQ931308,Issue resolved after thorough analysis and corrective action taken.,"auth, timeout, firewall",2025-02-28,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
466,INC10466,System rebooted unexpectedly,Connectivity,Low,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"crash, auth, firewall",2025-02-27,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
467,INC10467,DNS lookup failed,Authentication,Low,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, router, crash",2025-03-15,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
468,INC10468,Firewall blocking outgoing traffic,Connectivity,Medium,Open,FW001,CRQ913191,Issue resolved after thorough analysis and corrective action taken.,"router, latency, auth",2025-03-02,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,4843f108-974e-48ac-9a39-c4c8e2da091b
469,INC10469,Firewall blocking outgoing traffic,Connectivity,Low,Resolved,FW001,CRQ956957,Resolved by restarting the impacted services and monitoring the system for stability.,"crash, db, timeout",2025-03-04,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
470,INC10470,Database connection issues,Database,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"latency, dns, firewall",2025-03-02,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,3f96cda5-2839-4e12-abe7-4b2b65f4efe5
471,INC10471,Firewall blocking outgoing traffic,Performance,Low,Open,"FW002,FW001,FW003",CRQ937059,Configuration corrected and validated with relevant teams before restoration.,"firewall, auth, crash",2025-03-16,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,7708f67b-b96e-4dec-bf83-21265f2154e9
472,INC10472,High latency in application,Database,Medium,In Progress,"FW001,FW003",CRQ951621,Issue resolved after thorough analysis and corrective action taken.,"firewall, timeout, auth",2025-02-25,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
473,INC10473,Firewall blocking outgoing traffic,Performance,Low,In Progress,"FW002,FW001",CRQ950119,Issue resolved after thorough analysis and corrective action taken.,"firewall, latency, auth",2025-03-07,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,d120df37-5274-431a-b094-247bdb700847
474,INC10474,DNS lookup failed,Connectivity,High,In Progress,"DB102,DB101,DB103",CRQ903962,Resolved by restarting the impacted services and monitoring the system for stability.,"crash, db, dns",2025-03-12,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
475,INC10475,Database connection issues,Authentication,Low,Resolved,"DB102,DB101",CRQ916524,Configuration corrected and validated with relevant teams before restoration.,"dns, latency, auth",2025-03-02,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
476,INC10476,Firewall blocking outgoing traffic,Connectivity,Low,In Progress,"FW002,FW003,FW001",CRQ919663,Issue resolved after thorough analysis and corrective action taken.,"firewall, dns, router",2025-03-12,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
477,INC10477,Firewall blocking outgoing traffic,Network,Low,Resolved,"FW001,FW002",CRQ976101,Issue resolved after thorough analysis and corrective action taken.,"auth, latency, crash",2025-03-03,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
478,INC10478,Packet loss observed,Database,Low,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, auth, db",2025-02-27,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,8313ca29-ee42-494d-b05d-41c089e061c5
479,INC10479,Application not responding,Database,Low,In Progress,,,Configuration corrected and validated with relevant teams before restoration.,"timeout, latency, auth",2025-03-15,Generic operational issue requiring investigation.,NOG,Network Operations Group,478360c8-9972-41c7-8025-30ffa8ca389c
480,INC10480,Service timeout in EU region,Database,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"db, latency, auth",2025-03-15,Generic operational issue requiring investigation.,DBG,Database Group,
481,INC10481,Database connection issues,Authentication,Low,In Progress,,,Configuration corrected and validated with relevant teams before restoration.,"firewall, crash, router",2025-03-01,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
482,INC10482,Authentication failed for multiple users,Database,Medium,Open,"FW003,FW001",CRQ996060,Issue resolved after thorough analysis and corrective action taken.,"db, timeout, firewall",2025-03-02,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,d9543ded-b406-424e-b827-08024ef8767d
483,INC10483,Database connection issues,Network,Low,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"crash, firewall, timeout",2025-03-09,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,c2a6ad00-6ff3-4047-944c-41854fa761d5
484,INC10484,Packet loss observed,Database,Medium,In Progress,,,Configuration corrected and validated with relevant teams before restoration.,"db, latency, firewall",2025-02-21,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
485,INC10485,Firewall blocking outgoing traffic,Database,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, crash, latency",2025-02-20,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
486,INC10486,High latency in application,Connectivity,Medium,Open,,,Issue resolved after thorough analysis and corrective action taken.,"router, latency, firewall",2025-03-05,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
487,INC10487,Unable to access service,Authentication,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"auth, db, crash",2025-03-20,Generic operational issue requiring investigation.,DBG,Database Group,
488,INC10488,Packet loss observed,Connectivity,Low,Open,"FW001,FW002",CRQ916718,Issue resolved after thorough analysis and corrective action taken.,"crash, latency, dns",2025-03-21,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
489,INC10489,DNS lookup failed,Performance,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, db, auth",2025-03-13,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
490,INC10490,Packet loss observed,Authentication,Medium,In Progress,,,Resolved by restarting the impacted services and monitoring the system for stability.,"auth, dns, db",2025-03-01,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,5e947b40-76e4-4831-86c6-1134622b685b
491,INC10491,Packet loss observed,Network,High,In Progress,"FW003,FW001,FW002",CRQ939731,Resolved by restarting the impacted services and monitoring the system for stability.,"timeout, router, db",2025-02-27,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
492,INC10492,Database connection issues,Connectivity,High,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"latency, auth, crash",2025-03-14,Generic operational issue requiring investigation.,DBG,Database Group,636236de-5a02-4416-a81e-bfa2461afb5e
493,INC10493,System rebooted unexpectedly,Connectivity,Medium,Open,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, latency, router",2025-03-12,Generic operational issue requiring investigation.,NOG,Network Operations Group,06d0d9a2-a937-475e-9bd0-3628db8dca08
494,INC10494,Authentication failed for multiple users,Network,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"dns, router, crash",2025-02-22,Generic operational issue requiring investigation.,NOG,Network Operations Group,63ab335b-0dd9-44b0-9697-a4f1ecd7f71d
495,INC10495,Service timeout in EU region,Performance,High,Open,"DB103,DB102,DB101",CRQ974370,Issue resolved after thorough analysis and corrective action taken.,"auth, timeout, db",2025-03-14,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,81ad73a9-30a1-4816-a421-2eed3cfeee32
496,INC10496,Authentication failed for multiple users,Database,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"auth, db, router",2025-03-12,Generic operational issue requiring investigation.,DBG,Database Group,496d320c-ef0e-4bae-a933-fe95a3dfced1
497,INC10497,Firewall blocking outgoing traffic,Performance,Low,In Progress,"FW001,FW003,FW002",CRQ962793,Configuration corrected and validated with relevant teams before restoration.,"latency, router, firewall",2025-02-22,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
498,INC10498,Firewall blocking outgoing traffic,Authentication,Medium,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"router, auth, timeout",2025-03-16,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
499,INC10499,Service timeout in EU region,Connectivity,Medium,Resolved,"DB101,DB102,DB103",CRQ980747,Issue resolved after thorough analysis and corrective action taken.,"router, dns, db",2025-03-20,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
500,INC10500,Database connection issues,Performance,Low,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"auth, router, latency",2025-02-24,Generic operational issue requiring investigation.,DBG,Database Group,5a47d776-5010-40d1-9c40-f9a472940a26
501,INC10501,High latency in application,Network,Medium,Open,,,Configuration corrected and validated with relevant teams before restoration.,"firewall, timeout, auth",2025-02-22,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,89068e70-3cb9-4926-adf8-aaec01a073ce
502,INC10502,Packet loss observed,Database,Low,Resolved,"FW003,FW001",CRQ972999,Issue resolved after thorough analysis and corrective action taken.,"timeout, auth, router",2025-03-02,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,17fc4a6c-a9d6-4539-90cf-f5476e678f0b
503,INC10503,Application not responding,Authentication,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"dns, db, router",2025-03-18,Generic operational issue requiring investigation.,DBG,Database Group,77f9797e-91a9-402f-b714-e011d5fc7e1a
504,INC10504,System rebooted unexpectedly,Authentication,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"latency, timeout, crash",2025-03-10,Generic operational issue requiring investigation.,NOG,Network Operations Group,
505,INC10505,Service timeout in EU region,Authentication,Medium,In Progress,"FW003,FW002,FW001",CRQ986819,Resolved by restarting the impacted services and monitoring the system for stability.,"db, firewall, crash",2025-03-07,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
506,INC10506,DNS lookup failed,Network,High,Open,,,Resolved by restarting the impacted services and monitoring the system for stability.,"crash, firewall, router",2025-03-21,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,809aaba4-55cf-484d-b4ef-53ed4cafc54d
507,INC10507,Database connection issues,Performance,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"dns, db, latency",2025-03-04,Generic operational issue requiring investigation.,DBG,Database Group,98b6ca25-86a8-428d-997d-892b7cbfb7da
508,INC10508,Packet loss observed,Connectivity,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"db, router, firewall",2025-03-05,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
509,INC10509,Packet loss observed,Performance,High,Open,"FW002,FW001",CRQ954291,Resolved by restarting the impacted services and monitoring the system for stability.,"timeout, latency, db",2025-03-13,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
510,INC10510,Application not responding,Database,High,Open,DB103,CRQ906374,Issue resolved after thorough analysis and corrective action taken.,"dns, db, router",2025-03-11,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
511,INC10511,Authentication failed for multiple users,Network,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"crash, router, latency",2025-03-13,Generic operational issue requiring investigation.,NOG,Network Operations Group,
512,INC10512,Authentication failed for multiple users,Network,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"crash, router, latency",2025-03-10,Generic operational issue requiring investigation.,NOG,Network Operations Group,ef7d365b-8c13-4c6c-a767-429446487166
513,INC10513,Firewall blocking outgoing traffic,Authentication,Medium,Open,,,Issue resolved after thorough analysis and corrective action taken.,"crash, auth, router",2025-03-16,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
514,INC10514,Firewall blocking outgoing traffic,Database,Low,In Progress,FW003,CRQ922958,Configuration corrected and validated with relevant teams before restoration.,"auth, crash, dns",2025-03-02,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,07aca73e-8081-4c9b-aa65-7ef8fc18b30a
515,INC10515,Application not responding,Performance,Medium,Open,"DB103,DB101,DB102",CRQ981974,Resolved by restarting the impacted services and monitoring the system for stability.,"crash, db, dns",2025-03-10,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,67730135-fd08-4206-86c0-8cada6eb2917
516,INC10516,Firewall blocking outgoing traffic,Connectivity,Medium,Resolved,"FW002,FW001",CRQ941861,Configuration corrected and validated with relevant teams before restoration.,"db, timeout, firewall",2025-02-21,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,69108e76-708b-43ef-8c60-97d462f12954
517,INC10517,Firewall blocking outgoing traffic,Network,High,In Progress,,,Resolved by restarting the impacted services and monitoring the system for stability.,"crash, latency, db",2025-03-13,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,d32bc312-36e4-458e-b7f7-22fdd020a011
518,INC10518,Firewall blocking outgoing traffic,Performance,High,Resolved,"FW002,FW003,FW001",CRQ936836,Issue resolved after thorough analysis and corrective action taken.,"router, auth, firewall",2025-03-15,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
519,INC10519,Unable to access service,Connectivity,Medium,Open,NW203,CRQ949751,Issue resolved after thorough analysis and corrective action taken.,"crash, timeout, latency",2025-03-17,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,12c19e5a-f1bb-4b9e-952e-858976466de1
520,INC10520,DNS lookup failed,Authentication,High,Open,,,Resolved by restarting the impacted services and monitoring the system for stability.,"router, crash, firewall",2025-02-20,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
521,INC10521,Unable to access service,Connectivity,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"db, auth, router",2025-03-05,Generic operational issue requiring investigation.,DBG,Database Group,
522,INC10522,Service timeout in EU region,Database,Medium,In Progress,"FW002,FW003,FW001",CRQ953036,Configuration corrected and validated with relevant teams before restoration.,"dns, auth, firewall",2025-03-04,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,e9af5a51-c00e-4ea9-be59-bcac650801fd
523,INC10523,Authentication failed for multiple users,Performance,Low,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, crash, dns",2025-03-06,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,7c94f3d0-42c9-43c8-be6b-d5ea87587ac5
524,INC10524,Application not responding,Network,Low,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, firewall, router",2025-03-05,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,6172c362-9454-44d8-bae4-3765fa14e802
525,INC10525,Application not responding,Authentication,High,Resolved,,,Resolved by restarting the impacted services and monitoring the system for stability.,"latency, auth, router",2025-03-03,Generic operational issue requiring investigation.,NOG,Network Operations Group,
526,INC10526,High latency in application,Authentication,High,Resolved,,,Resolved by restarting the impacted services and monitoring the system for stability.,"timeout, db, router",2025-02-24,Generic operational issue requiring investigation.,DBG,Database Group,005fcf6d-d992-4032-b492-1ffb2b3084b9
527,INC10527,Firewall blocking outgoing traffic,Database,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"router, crash, db",2025-02-20,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
528,INC10528,System rebooted unexpectedly,Authentication,Medium,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"router, dns, db",2025-03-13,Generic operational issue requiring investigation.,DBG,Database Group,
529,INC10529,Database connection issues,Network,Medium,Open,"DB102,DB101",CRQ934264,Issue resolved after thorough analysis and corrective action taken.,"crash, timeout, db",2025-02-22,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,76ddf43f-45cd-4978-8895-3451ff323485
530,INC10530,Firewall blocking outgoing traffic,Performance,Low,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"router, auth, crash",2025-02-26,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,783c1db8-79f4-4f08-8462-670f55bae792
531,INC10531,Firewall blocking outgoing traffic,Performance,High,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"auth, crash, router",2025-02-19,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,45126223-3d96-4c11-a95b-4afaf50a4604
532,INC10532,Authentication failed for multiple users,Performance,Medium,Open,,,Resolved by restarting the impacted services and monitoring the system for stability.,"timeout, auth, dns",2025-03-06,Generic operational issue requiring investigation.,AIG,Authentication and Identity Group,eac7fc68-c8dc-4523-8f62-e812cb289b10
533,INC10533,Application not responding,Authentication,Low,Open,,,Issue resolved after thorough analysis and corrective action taken.,"latency, dns, router",2025-02-19,Generic operational issue requiring investigation.,NOG,Network Operations Group,
534,INC10534,System rebooted unexpectedly,Connectivity,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"crash, firewall, db",2025-02-26,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
535,INC10535,Service timeout in EU region,Database,Medium,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, router, auth",2025-02-21,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
536,INC10536,Service timeout in EU region,Connectivity,Low,Resolved,"NW201,NW203",CRQ949356,Configuration corrected and validated with relevant teams before restoration.,"auth, router, timeout",2025-03-15,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,
537,INC10537,Database connection issues,Authentication,High,In Progress,DB101,CRQ906626,Resolved by restarting the impacted services and monitoring the system for stability.,"dns, db, timeout",2025-02-25,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,8f816dda-d882-4149-b1fc-a59fe485f020
538,INC10538,Service timeout in EU region,Network,Low,In Progress,NW201,CRQ908171,Issue resolved after thorough analysis and corrective action taken.,"router, dns, latency",2025-03-05,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,
539,INC10539,Packet loss observed,Performance,Low,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"auth, dns, firewall",2025-03-01,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,bce3ac10-b83c-4a84-97c4-becfa407cb7a
540,INC10540,System rebooted unexpectedly,Performance,Medium,In Progress,"DB103,DB102,DB101",CRQ954378,Issue resolved after thorough analysis and corrective action taken.,"crash, latency, db",2025-03-13,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,5577e17f-07ad-4e31-b730-01ad989c3b71
541,INC10541,System rebooted unexpectedly,Database,Low,Open,,,Configuration corrected and validated with relevant teams before restoration.,"crash, dns, auth",2025-03-14,Generic operational issue requiring investigation.,AIG,Authentication and Identity Group,6c4cbc2e-9061-4855-ab53-23d997f3bb6f
542,INC10542,High latency in application,Connectivity,Low,In Progress,"FW003,FW001,FW002",CRQ912702,Configuration corrected and validated with relevant teams before restoration.,"timeout, firewall, dns",2025-03-07,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
543,INC10543,High latency in application,Connectivity,High,Open,"DB102,DB103,DB101",CRQ990258,Issue resolved after thorough analysis and corrective action taken.,"dns, crash, db",2025-03-01,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,f70c1229-7492-4eb4-ad19-ef368253bd56
544,INC10544,System rebooted unexpectedly,Authentication,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, auth, router",2025-02-22,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,c9c8dca6-c288-461e-b6c6-18796a652422
545,INC10545,Unable to access service,Database,High,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"crash, dns, timeout",2025-02-24,Generic operational issue requiring investigation.,SGA,Secure Gateway App,b1cd5d1f-15a4-4fa7-8c12-7ee4dfe4ec4e
546,INC10546,Firewall blocking outgoing traffic,Performance,Medium,Resolved,"FW002,FW003",CRQ906002,Issue resolved after thorough analysis and corrective action taken.,"crash, db, router",2025-02-27,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,1cc363de-1573-4998-9ace-3f39defd67fd
547,INC10547,Unable to access service,Connectivity,High,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"db, crash, latency",2025-02-27,Generic operational issue requiring investigation.,DBG,Database Group,21ae706e-f878-4b4e-9269-75fdebd3c9a8
548,INC10548,DNS lookup failed,Network,Medium,In Progress,,,Resolved by restarting the impacted services and monitoring the system for stability.,"router, auth, crash",2025-03-07,Generic operational issue requiring investigation.,NOG,Network Operations Group,
549,INC10549,System rebooted unexpectedly,Network,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"crash, firewall, db",2025-02-27,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
550,INC10550,Database connection issues,Connectivity,High,Resolved,,,Resolved by restarting the impacted services and monitoring the system for stability.,"auth, firewall, router",2025-03-01,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
551,INC10551,Application not responding,Connectivity,Medium,Resolved,FW003,CRQ966791,Issue resolved after thorough analysis and corrective action taken.,"firewall, timeout, auth",2025-03-06,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,93d74c25-34a0-42c1-9b82-d6576021734b
552,INC10552,Application not responding,Database,High,Resolved,"DB102,DB101",CRQ965813,Issue resolved after thorough analysis and corrective action taken.,"auth, db, timeout",2025-03-20,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,49920190-cf6e-4275-8ac4-96c32ebeb400
553,INC10553,Unable to access service,Performance,Low,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"router, latency, db",2025-03-13,Generic operational issue requiring investigation.,DBG,Database Group,9c9a035c-94a4-461a-8282-2af4a2ead716
554,INC10554,Firewall blocking outgoing traffic,Performance,High,Resolved,"FW001,FW003",CRQ981974,Issue resolved after thorough analysis and corrective action taken.,"router, dns, auth",2025-03-05,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
555,INC10555,Application not responding,Authentication,Low,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"latency, dns, router",2025-03-03,Generic operational issue requiring investigation.,NOG,Network Operations Group,0f3df282-5ab3-4246-9e10-04d6e3058d49
556,INC10556,DNS lookup failed,Performance,Low,Open,"FW003,FW001",CRQ908171,Issue resolved after thorough analysis and corrective action taken.,"timeout, firewall, auth",2025-02-23,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,302b2ab1-dcf7-4ae7-983f-eb67c0df4b6a
557,INC10557,Service timeout in EU region,Network,High,Resolved,"SG502,SG503",CRQ906962,Issue resolved after thorough analysis and corrective action taken.,"timeout, crash, dns",2025-03-20,Incident caused due to a recent change implementation which led to system instability.,SGA,Secure Gateway App,f89ab094-d603-45e3-93f0-cefc22a586db
558,INC10558,System rebooted unexpectedly,Connectivity,High,Resolved,"DB102,DB103",CRQ981616,Configuration corrected and validated with relevant teams before restoration.,"timeout, crash, db",2025-03-04,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
559,INC10559,System rebooted unexpectedly,Network,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"db, router, latency",2025-03-19,Generic operational issue requiring investigation.,DBG,Database Group,
560,INC10560,Authentication failed for multiple users,Connectivity,Medium,In Progress,DB101,CRQ984870,Issue resolved after thorough analysis and corrective action taken.,"timeout, db, auth",2025-03-15,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
561,INC10561,Unable to access service,Authentication,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, latency, auth",2025-02-25,Generic operational issue requiring investigation.,NOG,Network Operations Group,29a6fb5a-79a8-4519-ab98-a5ce1cb00fd7
562,INC10562,Firewall blocking outgoing traffic,Performance,High,Open,"FW001,FW003,FW002",CRQ949057,Issue resolved after thorough analysis and corrective action taken.,"db, auth, latency",2025-02-25,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,d55e30ab-6244-48a6-aadb-d4ff52e97bb1
563,INC10563,High latency in application,Network,High,Open,,,Configuration corrected and validated with relevant teams before restoration.,"db, latency, dns",2025-03-15,Generic operational issue requiring investigation.,DBG,Database Group,5536d1f6-5025-4bad-8df0-8f18d0bc5f59
564,INC10564,Packet loss observed,Authentication,Low,In Progress,"FW002,FW001",CRQ984212,Issue resolved after thorough analysis and corrective action taken.,"crash, db, latency",2025-02-23,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,a74707c9-598f-4060-87a4-a1c0084689ad
565,INC10565,Packet loss observed,Performance,Low,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"latency, crash, router",2025-03-21,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
566,INC10566,System rebooted unexpectedly,Connectivity,High,In Progress,"FW001,FW002,FW003",CRQ929539,Issue resolved after thorough analysis and corrective action taken.,"firewall, crash, timeout",2025-03-01,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,76974707-04b8-40ff-9550-9d27b2a9fa3e
567,INC10567,Database connection issues,Network,Medium,In Progress,"DB102,DB103,DB101",CRQ984809,Issue resolved after thorough analysis and corrective action taken.,"latency, auth, dns",2025-03-02,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,1d10bf12-d52e-4d59-bf73-116472b9d608
568,INC10568,Packet loss observed,Authentication,High,In Progress,"FW001,FW002",CRQ938671,Issue resolved after thorough analysis and corrective action taken.,"crash, router, timeout",2025-03-04,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
569,INC10569,Database connection issues,Database,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"db, dns, timeout",2025-02-21,Generic operational issue requiring investigation.,DBG,Database Group,a5ac469b-c165-4684-ae36-97f80a55c243
570,INC10570,Authentication failed for multiple users,Performance,Medium,Open,DB102,CRQ969304,Configuration corrected and validated with relevant teams before restoration.,"db, dns, router",2025-03-08,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,4c4419d3-da83-4cc4-894f-47967041da80
571,INC10571,Packet loss observed,Database,Medium,Resolved,"FW003,FW002",CRQ924814,Resolved by restarting the impacted services and monitoring the system for stability.,"db, latency, dns",2025-03-16,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
572,INC10572,Database connection issues,Network,Low,Open,,,Issue resolved after thorough analysis and corrective action taken.,"dns, router, crash",2025-03-16,Generic operational issue requiring investigation.,DBG,Database Group,
573,INC10573,Database connection issues,Authentication,Medium,Resolved,,,Configuration corrected and validated with relevant teams before restoration.,"auth, latency, crash",2025-03-12,Generic operational issue requiring investigation.,DBG,Database Group,162a2d25-06ec-4cd5-a178-898d1cf068fb
