incident_id,description,category,urgency,status,ci_id,cr_number,resolution,tags,incident_date,cause
INC10388,Application not responding,Connectivity,Low,In Progress,CI-D5746A4A,CRQ950377,Reconfigured firewall rules,"db, latency, router",2025-03-06,Change
INC10389,Authentication failed for multiple users,Database,Medium,Resolved,CI-2439E08A,CRQ942274,,"auth, router, db",2025-02-20,Change
INC10390,Service timeout in EU region,Network,Medium,Open,CI-D58CFB9A,CRQ925316,Whitelisted IP range,"firewall, auth, dns",2025-03-09,Manual Error
INC10391,System rebooted unexpectedly,Database,Low,Resolved,CI-C0C87F23,CRQ963677,Reconfigured firewall rules,"latency, timeout, auth",2025-03-15,Network Glitch
INC10392,High latency in application,Performance,High,In Progress,CI-1005D47E,CRQ966627,Increased heap size,"timeout, firewall, dns",2025-02-23,Infra Issue
INC10393,High latency in application,Authentication,High,Open,CI-2FDE67B6,CRQ951154,Increased heap size,"router, db, firewall",2025-03-17,Infra Issue
INC10394,Firewall blocking outgoing traffic,Database,High,Resolved,CI-FEB9E731,CRQ914693,,"dns, firewall, router",2025-02-27,Network Glitch
INC10395,Unable to access service,Database,Medium,Resolved,CI-DD846996,CRQ990330,Reconfigured firewall rules,"firewall, db, timeout",2025-03-16,Infra Issue
INC10396,Database connection issues,Connectivity,Medium,In Progress,CI-1A411B1F,CRQ972932,Whitelisted IP range,"crash, firewall, router",2025-03-10,Infra Issue
INC10397,Unable to access service,Database,High,In Progress,CI-788425BE,CRQ968106,Increased heap size,"router, crash, db",2025-03-16,Change
INC10398,Database connection issues,Authentication,High,Open,CI-8FBDDC04,CRQ940511,Updated routing table,"db, latency, dns",2025-02-27,Unknown
INC10399,Service timeout in EU region,Database,Medium,Resolved,CI-163F178B,CRQ956283,Whitelisted IP range,"firewall, router, db",2025-03-06,Manual Error
INC10400,System rebooted unexpectedly,Database,High,Open,CI-1A411B1F,CRQ959557,Updated routing table,"crash, timeout, router",2025-03-04,Manual Error
INC10401,High latency in application,Authentication,High,Resolved,CI-FEAE6368,CRQ973493,Restarted service,"db, latency, crash",2025-03-01,Network Glitch
INC10402,Database connection issues,Performance,Low,Resolved,CI-46361946,CRQ917481,Restarted service,"timeout, dns, db",2025-03-09,Unknown
INC10403,System rebooted unexpectedly,Authentication,Low,Resolved,CI-F7FDC10D,CRQ931321,,"auth, latency, firewall",2025-03-14,Manual Error
INC10404,System rebooted unexpectedly,Performance,Medium,Resolved,CI-5E3534B8,CRQ969202,Restarted service,"router, latency, db",2025-02-23,Change
INC10405,System rebooted unexpectedly,Network,High,In Progress,CI-E052D553,CRQ955468,Cleared DNS cache,"db, timeout, router",2025-03-19,Unknown
INC10406,System rebooted unexpectedly,Performance,Low,Resolved,CI-0921C4C6,CRQ927582,Cleared DNS cache,"latency, auth, db",2025-02-19,Change
INC10407,Service timeout in EU region,Authentication,Medium,Resolved,CI-F3DC27D5,CRQ984870,Reconfigured firewall rules,"timeout, auth, crash",2025-03-02,Infra Issue
INC10408,Database connection issues,Authentication,Low,In Progress,CI-CBA703B4,CRQ918446,Restarted service,"firewall, timeout, dns",2025-03-04,Change
INC10409,Packet loss observed,Performance,Medium,In Progress,CI-8BE00422,CRQ946261,Cleared DNS cache,"firewall, db, dns",2025-03-11,Unknown
INC10410,System rebooted unexpectedly,Authentication,High,Open,CI-260F39A7,CRQ999929,Updated routing table,"db, dns, crash",2025-02-26,Change
INC10411,Authentication failed for multiple users,Network,Medium,In Progress,CI-F081C3E2,CRQ944210,Updated routing table,"timeout, crash, auth",2025-03-05,Network Glitch
INC10412,Service timeout in EU region,Network,High,Resolved,CI-0921C4C6,CRQ935113,Whitelisted IP range,"auth, latency, dns",2025-02-22,Network Glitch
INC10413,Application not responding,Database,High,In Progress,CI-1BF32CB7,CRQ924832,Reconfigured firewall rules,"auth, router, dns",2025-02-24,Infra Issue
INC10414,Database connection issues,Authentication,Medium,Resolved,CI-8751D263,CRQ908171,Increased heap size,"timeout, crash, router",2025-03-16,Manual Error
INC10415,Authentication failed for multiple users,Authentication,Low,Open,CI-E864E104,CRQ933044,Cleared DNS cache,"router, db, latency",2025-03-04,Change
INC10416,Database connection issues,Performance,Low,Open,CI-90A1989F,CRQ929120,Reconfigured firewall rules,"router, auth, crash",2025-02-25,Unknown
INC10417,DNS lookup failed,Authentication,Low,Open,CI-A0FA0F7E,CRQ990971,,"latency, dns, timeout",2025-03-09,Change
INC10418,Service timeout in EU region,Network,Medium,In Progress,CI-85009BE0,CRQ996283,Restarted service,"latency, firewall, db",2025-02-24,Network Glitch
INC10419,Firewall blocking outgoing traffic,Database,High,Open,CI-6CA0F946,CRQ928339,,"db, timeout, firewall",2025-03-14,Manual Error
INC10420,DNS lookup failed,Authentication,Medium,Open,CI-77B123A1,CRQ917481,Updated routing table,"auth, latency, router",2025-02-28,Unknown
INC10421,Database connection issues,Authentication,Medium,Open,CI-260F39A7,CRQ995852,Cleared DNS cache,"router, latency, crash",2025-02-23,Manual Error
INC10422,Application not responding,Authentication,High,Open,CI-9A69A441,CRQ999929,Updated routing table,"firewall, router, db",2025-03-02,Unknown
INC10423,Application not responding,Database,Medium,Open,CI-40208989,CRQ911238,Updated routing table,"latency, timeout, firewall",2025-03-08,Change
INC10424,DNS lookup failed,Connectivity,Medium,Resolved,CI-291C7AF7,CRQ964199,Cleared DNS cache,"db, dns, crash",2025-03-21,Change
INC10425,Unable to access service,Database,High,Resolved,CI-77B123A1,CRQ949313,Cleared DNS cache,"latency, router, dns",2025-03-14,Unknown
INC10426,Firewall blocking outgoing traffic,Connectivity,Low,Resolved,CI-619B8270,CRQ953171,Increased heap size,"router, timeout, db",2025-02-25,Change
INC10427,System rebooted unexpectedly,Authentication,High,Open,CI-A57A86E1,CRQ974677,Whitelisted IP range,"db, dns, auth",2025-03-14,Unknown
INC10428,Unable to access service,Database,Low,In Progress,CI-001456E7,CRQ995852,Increased heap size,"crash, db, router",2025-03-03,Unknown
INC10429,Firewall blocking outgoing traffic,Performance,High,Resolved,CI-C3AEAC79,CRQ931321,Increased heap size,"crash, dns, firewall",2025-03-14,Infra Issue
INC10430,Application not responding,Performance,Low,In Progress,CI-1C80998E,CRQ914632,Increased heap size,"dns, firewall, latency",2025-03-01,Manual Error
INC10431,Unable to access service,Connectivity,Medium,In Progress,CI-F3DC27D5,CRQ990258,Restarted service,"timeout, auth, latency",2025-02-23,Unknown
INC10432,Authentication failed for multiple users,Connectivity,High,In Progress,CI-06F70C98,CRQ913191,Whitelisted IP range,"firewall, auth, db",2025-03-18,Change
INC10433,Service timeout in EU region,Authentication,Medium,Resolved,CI-064526BF,CRQ974370,Increased heap size,"auth, router, timeout",2025-03-04,Change
INC10434,DNS lookup failed,Performance,High,Resolved,CI-9A69A441,CRQ913191,Restarted service,"dns, crash, timeout",2025-02-20,Change
INC10435,Firewall blocking outgoing traffic,Authentication,High,Resolved,CI-D5746A4A,CRQ978716,,"firewall, router, dns",2025-02-19,Infra Issue
INC10436,DNS lookup failed,Authentication,Medium,In Progress,CI-2FDE67B6,CRQ976271,Updated routing table,"auth, crash, router",2025-02-23,Infra Issue
INC10437,Application not responding,Network,Low,Open,CI-DE8D4597,CRQ935758,Restarted service,"dns, timeout, db",2025-03-19,Change
INC10438,Application not responding,Performance,Medium,In Progress,CI-F86E3471,CRQ915582,Cleared DNS cache,"db, firewall, dns",2025-03-19,Change
INC10439,Database connection issues,Connectivity,Medium,Resolved,CI-0A130978,CRQ944068,,"timeout, latency, crash",2025-03-12,Infra Issue
INC10440,Service timeout in EU region,Network,Medium,Resolved,CI-13823F6F,CRQ994293,,"auth, timeout, router",2025-03-20,Infra Issue
INC10441,DNS lookup failed,Performance,High,Open,CI-E7221F06,CRQ963677,Whitelisted IP range,"dns, firewall, crash",2025-03-10,Unknown
INC10442,Database connection issues,Network,Low,In Progress,CI-1E16354D,CRQ965316,Restarted service,"firewall, router, timeout",2025-03-02,Network Glitch
INC10443,System rebooted unexpectedly,Performance,Medium,In Progress,CI-CBA703B4,CRQ976101,Whitelisted IP range,"firewall, db, crash",2025-03-11,Unknown
INC10444,Unable to access service,Authentication,High,In Progress,CI-46361946,CRQ970129,Cleared DNS cache,"firewall, crash, db",2025-03-01,Infra Issue
INC10445,Service timeout in EU region,Database,Low,In Progress,CI-55755844,CRQ938671,Restarted service,"crash, router, db",2025-03-04,Change
INC10446,DNS lookup failed,Database,Medium,In Progress,CI-F28930B5,CRQ990971,Reconfigured firewall rules,"router, crash, timeout",2025-03-16,Change
INC10447,System rebooted unexpectedly,Network,High,In Progress,CI-16880A9A,CRQ937950,Whitelisted IP range,"router, auth, timeout",2025-03-04,Change
INC10448,Authentication failed for multiple users,Connectivity,High,In Progress,CI-4E8CC79E,CRQ972596,Updated routing table,"dns, db, crash",2025-02-19,Unknown
INC10449,System rebooted unexpectedly,Network,High,Resolved,CI-1BF32CB7,CRQ924365,Increased heap size,"dns, timeout, auth",2025-03-01,Change
INC10450,Unable to access service,Connectivity,High,In Progress,CI-53B556DA,CRQ929882,,"crash, firewall, db",2025-03-12,Infra Issue
INC10451,Database connection issues,Connectivity,High,In Progress,CI-78BD6716,CRQ996631,,"dns, latency, firewall",2025-03-10,Unknown
INC10452,Service timeout in EU region,Connectivity,Medium,Resolved,CI-2D91E268,CRQ994355,Reconfigured firewall rules,"db, router, firewall",2025-02-19,Network Glitch
INC10453,Firewall blocking outgoing traffic,Network,Medium,Resolved,CI-E7221F06,CRQ962481,Whitelisted IP range,"crash, latency, timeout",2025-03-10,Change
INC10454,Firewall blocking outgoing traffic,Performance,Low,In Progress,CI-05BB57B3,CRQ962481,Restarted service,"firewall, auth, dns",2025-03-21,Network Glitch
INC10455,Packet loss observed,Authentication,High,Resolved,CI-6E4827E0,CRQ955216,Whitelisted IP range,"latency, db, router",2025-03-10,Unknown
INC10456,Unable to access service,Performance,Low,Open,CI-F081C3E2,CRQ960693,Restarted service,"db, dns, auth",2025-02-28,Unknown
INC10457,Database connection issues,Authentication,Low,Resolved,CI-D5746A4A,CRQ987139,Updated routing table,"crash, firewall, router",2025-03-12,Change
INC10458,Database connection issues,Connectivity,High,Open,CI-1E857052,CRQ972107,Cleared DNS cache,"crash, timeout, auth",2025-03-11,Unknown
INC10459,Authentication failed for multiple users,Connectivity,Low,In Progress,CI-9D31BC42,CRQ919663,Whitelisted IP range,"router, crash, timeout",2025-03-13,Change
INC10460,Packet loss observed,Network,High,Resolved,CI-F1197441,CRQ988222,Increased heap size,"dns, timeout, router",2025-02-19,Change
INC10461,Database connection issues,Performance,Low,Open,CI-E864E104,CRQ951773,Whitelisted IP range,"latency, db, timeout",2025-02-19,Unknown
INC10462,System rebooted unexpectedly,Network,Low,Resolved,CI-CCFFF606,CRQ935113,Restarted service,"db, dns, latency",2025-03-10,Change
INC10463,Packet loss observed,Connectivity,High,Resolved,CI-90A1989F,CRQ969332,Whitelisted IP range,"dns, db, firewall",2025-02-22,Manual Error
INC10464,Firewall blocking outgoing traffic,Connectivity,Low,Resolved,CI-55755844,CRQ966963,Reconfigured firewall rules,"router, db, timeout",2025-02-24,Infra Issue
INC10465,Firewall blocking outgoing traffic,Database,Low,In Progress,CI-403106D9,CRQ931308,Updated routing table,"auth, timeout, firewall",2025-02-28,Change
INC10466,System rebooted unexpectedly,Connectivity,Low,Resolved,CI-F1197441,CRQ968106,,"crash, auth, firewall",2025-02-27,Unknown
INC10467,DNS lookup failed,Authentication,Low,In Progress,CI-D5746A4A,CRQ951154,Increased heap size,"firewall, router, crash",2025-03-15,Unknown
INC10468,Firewall blocking outgoing traffic,Connectivity,Medium,Open,CI-BE0E4321,CRQ913191,Cleared DNS cache,"router, latency, auth",2025-03-02,Change
INC10469,Firewall blocking outgoing traffic,Connectivity,Low,Resolved,CI-E052D553,CRQ956957,Restarted service,"crash, db, timeout",2025-03-04,Change
INC10470,Database connection issues,Database,High,In Progress,CI-565AF07B,CRQ936836,Updated routing table,"latency, dns, firewall",2025-03-02,Network Glitch
INC10471,Firewall blocking outgoing traffic,Performance,Low,Open,CI-1CE63E7D,CRQ937059,Reconfigured firewall rules,"firewall, auth, crash",2025-03-16,Change
INC10472,High latency in application,Database,Medium,In Progress,CI-F7FDC10D,CRQ951621,Updated routing table,"firewall, timeout, auth",2025-02-25,Change
INC10473,Firewall blocking outgoing traffic,Performance,Low,In Progress,CI-80DBA4BB,CRQ950119,Updated routing table,"firewall, latency, auth",2025-03-07,Change
INC10474,DNS lookup failed,Connectivity,High,In Progress,CI-B6A46B30,CRQ903962,Restarted service,"crash, db, dns",2025-03-12,Change
INC10475,Database connection issues,Authentication,Low,Resolved,CI-F33AA9C4,CRQ916524,Reconfigured firewall rules,"dns, latency, auth",2025-03-02,Change
INC10476,Firewall blocking outgoing traffic,Connectivity,Low,In Progress,CI-A0FA0F7E,CRQ919663,Increased heap size,"firewall, dns, router",2025-03-12,Change
INC10477,Firewall blocking outgoing traffic,Network,Low,Resolved,CI-B8CF575E,CRQ976101,Cleared DNS cache,"auth, latency, crash",2025-03-03,Change
INC10478,Packet loss observed,Database,Low,Resolved,CI-064526BF,CRQ992693,,"firewall, auth, db",2025-02-27,Network Glitch
INC10479,Application not responding,Database,Low,In Progress,CI-CCFFF606,CRQ969332,Reconfigured firewall rules,"timeout, latency, auth",2025-03-15,Manual Error
INC10480,Service timeout in EU region,Database,High,Open,CI-D5746A4A,CRQ938377,,"db, latency, auth",2025-03-15,Unknown
INC10481,Database connection issues,Authentication,Low,In Progress,CI-8BE00422,CRQ972999,Reconfigured firewall rules,"firewall, crash, router",2025-03-01,Manual Error
INC10482,Authentication failed for multiple users,Database,Medium,Open,CI-1BF32CB7,CRQ996060,,"db, timeout, firewall",2025-03-02,Change
INC10483,Database connection issues,Network,Low,In Progress,CI-77B123A1,CRQ989911,,"crash, firewall, timeout",2025-03-09,Unknown
INC10484,Packet loss observed,Database,Medium,In Progress,CI-619B8270,CRQ979331,Reconfigured firewall rules,"db, latency, firewall",2025-02-21,Unknown
INC10485,Firewall blocking outgoing traffic,Database,High,In Progress,CI-78D7E4EB,CRQ968106,Increased heap size,"firewall, crash, latency",2025-02-20,Unknown
INC10486,High latency in application,Connectivity,Medium,Open,CI-BA06172F,CRQ949356,Cleared DNS cache,"router, latency, firewall",2025-03-05,Unknown
INC10487,Unable to access service,Authentication,High,In Progress,CI-260F39A7,CRQ969332,Whitelisted IP range,"auth, db, crash",2025-03-20,Manual Error
INC10488,Packet loss observed,Connectivity,Low,Open,CI-A0FA0F7E,CRQ916718,Increased heap size,"crash, latency, dns",2025-03-21,Change
INC10489,DNS lookup failed,Performance,Medium,Resolved,CI-4C7385F1,CRQ935113,Whitelisted IP range,"firewall, db, auth",2025-03-13,Unknown
INC10490,Packet loss observed,Authentication,Medium,In Progress,CI-403106D9,CRQ906002,Restarted service,"auth, dns, db",2025-03-01,Infra Issue
INC10491,Packet loss observed,Network,High,In Progress,CI-1E857052,CRQ939731,Restarted service,"timeout, router, db",2025-02-27,Change
INC10492,Database connection issues,Connectivity,High,Resolved,CI-6BA1D2F9,CRQ921978,Updated routing table,"latency, auth, crash",2025-03-14,Manual Error
INC10493,System rebooted unexpectedly,Connectivity,Medium,Open,CI-064526BF,CRQ908171,Updated routing table,"timeout, latency, router",2025-03-12,Network Glitch
INC10494,Authentication failed for multiple users,Network,Medium,Resolved,CI-E864E104,CRQ969420,Increased heap size,"dns, router, crash",2025-02-22,Infra Issue
INC10495,Service timeout in EU region,Performance,High,Open,CI-8751D263,CRQ974370,Whitelisted IP range,"auth, timeout, db",2025-03-14,Change
INC10496,Authentication failed for multiple users,Database,High,Open,CI-F28930B5,CRQ909320,Increased heap size,"auth, db, router",2025-03-12,Manual Error
INC10497,Firewall blocking outgoing traffic,Performance,Low,In Progress,CI-5E3534B8,CRQ962793,Reconfigured firewall rules,"latency, router, firewall",2025-02-22,Change
INC10498,Firewall blocking outgoing traffic,Authentication,Medium,In Progress,CI-55755844,CRQ959956,Increased heap size,"router, auth, timeout",2025-03-16,Unknown
INC10499,Service timeout in EU region,Connectivity,Medium,Resolved,CI-1E16354D,CRQ980747,Increased heap size,"router, dns, db",2025-03-20,Change
INC10500,Database connection issues,Performance,Low,In Progress,CI-78BD6716,CRQ967271,Whitelisted IP range,"auth, router, latency",2025-02-24,Manual Error
INC10501,High latency in application,Network,Medium,Open,CI-2439E08A,CRQ924113,Reconfigured firewall rules,"firewall, timeout, auth",2025-02-22,Unknown
INC10502,Packet loss observed,Database,Low,Resolved,CI-E052D553,CRQ972999,Increased heap size,"timeout, auth, router",2025-03-02,Change
INC10503,Application not responding,Authentication,High,Open,CI-53B556DA,CRQ990971,Increased heap size,"dns, db, router",2025-03-18,Infra Issue
INC10504,System rebooted unexpectedly,Authentication,High,Open,CI-1005D47E,CRQ960100,,"latency, timeout, crash",2025-03-10,Infra Issue
INC10505,Service timeout in EU region,Authentication,Medium,In Progress,CI-0447FD5C,CRQ986819,Restarted service,"db, firewall, crash",2025-03-07,Change
INC10506,DNS lookup failed,Network,High,Open,CI-77B123A1,CRQ955216,Restarted service,"crash, firewall, router",2025-03-21,Manual Error
INC10507,Database connection issues,Performance,High,In Progress,CI-62648CF1,CRQ943744,Whitelisted IP range,"dns, db, latency",2025-03-04,Manual Error
INC10508,Packet loss observed,Connectivity,Medium,Resolved,CI-324B6A9C,CRQ969202,,"db, router, firewall",2025-03-05,Unknown
INC10509,Packet loss observed,Performance,High,Open,CI-E864E104,CRQ954291,Restarted service,"timeout, latency, db",2025-03-13,Change
INC10510,Application not responding,Database,High,Open,CI-46361946,CRQ906374,Increased heap size,"dns, db, router",2025-03-11,Change
INC10511,Authentication failed for multiple users,Network,High,In Progress,CI-CCFFF606,CRQ922958,Updated routing table,"crash, router, latency",2025-03-13,Infra Issue
INC10512,Authentication failed for multiple users,Network,High,In Progress,CI-565AF07B,CRQ936869,Cleared DNS cache,"crash, router, latency",2025-03-10,Infra Issue
INC10513,Firewall blocking outgoing traffic,Authentication,Medium,Open,CI-1E857052,CRQ960100,Increased heap size,"crash, auth, router",2025-03-16,Unknown
INC10514,Firewall blocking outgoing traffic,Database,Low,In Progress,CI-AFFE3D64,CRQ922958,Reconfigured firewall rules,"auth, crash, dns",2025-03-02,Change
INC10515,Application not responding,Performance,Medium,Open,CI-9D31BC42,CRQ981974,Restarted service,"crash, db, dns",2025-03-10,Change
INC10516,Firewall blocking outgoing traffic,Connectivity,Medium,Resolved,CI-77B123A1,CRQ941861,Reconfigured firewall rules,"db, timeout, firewall",2025-02-21,Change
INC10517,Firewall blocking outgoing traffic,Network,High,In Progress,CI-53B556DA,CRQ996631,Restarted service,"crash, latency, db",2025-03-13,Manual Error
INC10518,Firewall blocking outgoing traffic,Performance,High,Resolved,CI-90A1989F,CRQ936836,Cleared DNS cache,"router, auth, firewall",2025-03-15,Change
INC10519,Unable to access service,Connectivity,Medium,Open,CI-13823F6F,CRQ949751,Whitelisted IP range,"crash, timeout, latency",2025-03-17,Change
INC10520,DNS lookup failed,Authentication,High,Open,CI-F3DC27D5,CRQ938590,Restarted service,"router, crash, firewall",2025-02-20,Unknown
INC10521,Unable to access service,Connectivity,Medium,Resolved,CI-90A1989F,CRQ933044,Whitelisted IP range,"db, auth, router",2025-03-05,Network Glitch
INC10522,Service timeout in EU region,Database,Medium,In Progress,CI-A7BC8E43,CRQ953036,Reconfigured firewall rules,"dns, auth, firewall",2025-03-04,Change
INC10523,Authentication failed for multiple users,Performance,Low,In Progress,CI-5CBCAC88,CRQ928937,Whitelisted IP range,"firewall, crash, dns",2025-03-06,Unknown
INC10524,Application not responding,Network,Low,Resolved,CI-DD846996,CRQ950821,Increased heap size,"timeout, firewall, router",2025-03-05,Manual Error
INC10525,Application not responding,Authentication,High,Resolved,CI-1C80998E,CRQ949145,Restarted service,"latency, auth, router",2025-03-03,Unknown
INC10526,High latency in application,Authentication,High,Resolved,CI-05BB57B3,CRQ965316,Restarted service,"timeout, db, router",2025-02-24,Unknown
INC10527,Firewall blocking outgoing traffic,Database,Medium,Resolved,CI-163F178B,CRQ970129,Updated routing table,"router, crash, db",2025-02-20,Network Glitch
INC10528,System rebooted unexpectedly,Authentication,Medium,In Progress,CI-1BF32CB7,CRQ924814,Cleared DNS cache,"router, dns, db",2025-03-13,Infra Issue
INC10529,Database connection issues,Network,Medium,Open,CI-62648CF1,CRQ934264,Cleared DNS cache,"crash, timeout, db",2025-02-22,Change
INC10530,Firewall blocking outgoing traffic,Performance,Low,Resolved,CI-566F7AA7,CRQ951773,Cleared DNS cache,"router, auth, crash",2025-02-26,Unknown
INC10531,Firewall blocking outgoing traffic,Performance,High,Resolved,CI-6CA0F946,CRQ960100,Whitelisted IP range,"auth, crash, router",2025-02-19,Network Glitch
INC10532,Authentication failed for multiple users,Performance,Medium,Open,CI-5B8CC68D,CRQ950007,Restarted service,"timeout, auth, dns",2025-03-06,Manual Error
INC10533,Application not responding,Authentication,Low,Open,CI-DD846996,CRQ953032,,"latency, dns, router",2025-02-19,Unknown
INC10534,System rebooted unexpectedly,Connectivity,High,Open,CI-200CCE31,CRQ982704,Increased heap size,"crash, firewall, db",2025-02-26,Unknown
INC10535,Service timeout in EU region,Database,Medium,In Progress,CI-A7BC8E43,CRQ972932,Increased heap size,"firewall, router, auth",2025-02-21,Manual Error
INC10536,Service timeout in EU region,Connectivity,Low,Resolved,CI-9D31BC42,CRQ949356,Reconfigured firewall rules,"auth, router, timeout",2025-03-15,Change
INC10537,Database connection issues,Authentication,High,In Progress,CI-BD72E658,CRQ906626,Restarted service,"dns, db, timeout",2025-02-25,Change
INC10538,Service timeout in EU region,Network,Low,In Progress,CI-06F70C98,CRQ908171,Cleared DNS cache,"router, dns, latency",2025-03-05,Change
INC10539,Packet loss observed,Performance,Low,In Progress,CI-6FD9D455,CRQ946030,Updated routing table,"auth, dns, firewall",2025-03-01,Network Glitch
INC10540,System rebooted unexpectedly,Performance,Medium,In Progress,CI-F7FDC10D,CRQ954378,,"crash, latency, db",2025-03-13,Change
INC10541,System rebooted unexpectedly,Database,Low,Open,CI-1E16354D,CRQ976101,Reconfigured firewall rules,"crash, dns, auth",2025-03-14,Unknown
INC10542,High latency in application,Connectivity,Low,In Progress,CI-565AF07B,CRQ912702,Reconfigured firewall rules,"timeout, firewall, dns",2025-03-07,Change
INC10543,High latency in application,Connectivity,High,Open,CI-163F178B,CRQ990258,Updated routing table,"dns, crash, db",2025-03-01,Change
INC10544,System rebooted unexpectedly,Authentication,High,Open,CI-A0FA0F7E,CRQ929299,Increased heap size,"firewall, auth, router",2025-02-22,Infra Issue
INC10545,Unable to access service,Database,High,Resolved,CI-001456E7,CRQ965884,Cleared DNS cache,"crash, dns, timeout",2025-02-24,Unknown
INC10546,Firewall blocking outgoing traffic,Performance,Medium,Resolved,CI-06F70C98,CRQ906002,Updated routing table,"crash, db, router",2025-02-27,Change
INC10547,Unable to access service,Connectivity,High,Resolved,CI-92B49625,CRQ925929,Cleared DNS cache,"db, crash, latency",2025-02-27,Manual Error
INC10548,DNS lookup failed,Network,Medium,In Progress,CI-53B556DA,CRQ911842,Restarted service,"router, auth, crash",2025-03-07,Infra Issue
INC10549,System rebooted unexpectedly,Network,High,Open,CI-7342C0ED,CRQ907230,Increased heap size,"crash, firewall, db",2025-02-27,Network Glitch
INC10550,Database connection issues,Connectivity,High,Resolved,CI-001456E7,CRQ924929,Restarted service,"auth, firewall, router",2025-03-01,Manual Error
INC10551,Application not responding,Connectivity,Medium,Resolved,CI-627A162A,CRQ966791,Cleared DNS cache,"firewall, timeout, auth",2025-03-06,Change
INC10552,Application not responding,Database,High,Resolved,CI-85009BE0,CRQ965813,Whitelisted IP range,"auth, db, timeout",2025-03-20,Change
INC10553,Unable to access service,Performance,Low,In Progress,CI-DD846996,CRQ980747,Updated routing table,"router, latency, db",2025-03-13,Unknown
INC10554,Firewall blocking outgoing traffic,Performance,High,Resolved,CI-B6A46B30,CRQ981974,Updated routing table,"router, dns, auth",2025-03-05,Change
INC10555,Application not responding,Authentication,Low,In Progress,CI-1BF32CB7,CRQ942274,Whitelisted IP range,"latency, dns, router",2025-03-03,Manual Error
INC10556,DNS lookup failed,Performance,Low,Open,CI-77B123A1,CRQ908171,,"timeout, firewall, auth",2025-02-23,Change
INC10557,Service timeout in EU region,Network,High,Resolved,CI-BD72E658,CRQ906962,,"timeout, crash, dns",2025-03-20,Change
INC10558,System rebooted unexpectedly,Connectivity,High,Resolved,CI-B6A46B30,CRQ981616,Reconfigured firewall rules,"timeout, crash, db",2025-03-04,Change
INC10559,System rebooted unexpectedly,Network,High,Open,CI-4C7385F1,CRQ925087,Whitelisted IP range,"db, router, latency",2025-03-19,Unknown
INC10560,Authentication failed for multiple users,Connectivity,Medium,In Progress,CI-5B8CC68D,CRQ984870,Increased heap size,"timeout, db, auth",2025-03-15,Change
INC10561,Unable to access service,Authentication,Medium,Resolved,CI-6FD9D455,CRQ916718,Increased heap size,"timeout, latency, auth",2025-02-25,Network Glitch
INC10562,Firewall blocking outgoing traffic,Performance,High,Open,CI-CCFFF606,CRQ949057,Cleared DNS cache,"db, auth, latency",2025-02-25,Change
INC10563,High latency in application,Network,High,Open,CI-A89C266F,CRQ970012,Reconfigured firewall rules,"db, latency, dns",2025-03-15,Unknown
INC10564,Packet loss observed,Authentication,Low,In Progress,CI-B8CF575E,CRQ984212,Updated routing table,"crash, db, latency",2025-02-23,Change
INC10565,Packet loss observed,Performance,Low,Resolved,CI-C0C87F23,CRQ914632,Whitelisted IP range,"latency, crash, router",2025-03-21,Network Glitch
INC10566,System rebooted unexpectedly,Connectivity,High,In Progress,CI-06F70C98,CRQ929539,Updated routing table,"firewall, crash, timeout",2025-03-01,Change
INC10567,Database connection issues,Network,Medium,In Progress,CI-B6F7696E,CRQ984809,Whitelisted IP range,"latency, auth, dns",2025-03-02,Change
INC10568,Packet loss observed,Authentication,High,In Progress,CI-05BB57B3,CRQ938671,Updated routing table,"crash, router, timeout",2025-03-04,Change
INC10569,Database connection issues,Database,High,In Progress,CI-78D7E4EB,CRQ968878,Increased heap size,"db, dns, timeout",2025-02-21,Infra Issue
INC10570,Authentication failed for multiple users,Performance,Medium,Open,CI-1CE63E7D,CRQ969304,Reconfigured firewall rules,"db, dns, router",2025-03-08,Change
INC10571,Packet loss observed,Database,Medium,Resolved,CI-CD8722F4,CRQ924814,Restarted service,"db, latency, dns",2025-03-16,Change
INC10572,Database connection issues,Network,Low,Open,CI-817D3670,CRQ988288,Updated routing table,"dns, router, crash",2025-03-16,Infra Issue
INC10573,Database connection issues,Authentication,Medium,Resolved,CI-79936698,CRQ913663,Reconfigured firewall rules,"auth, latency, crash",2025-03-12,Infra Issue
INC10574,Unable to access service,Database,Medium,In Progress,CI-DE8D4597,CRQ988271,Increased heap size,"crash, latency, timeout",2025-02-20,Infra Issue
INC10575,System rebooted unexpectedly,Authentication,High,In Progress,CI-619B8270,CRQ961097,Increased heap size,"latency, router, dns",2025-03-11,Change
INC10576,DNS lookup failed,Authentication,Medium,Open,CI-403106D9,CRQ970012,Restarted service,"latency, firewall, db",2025-02-23,Network Glitch
INC10577,Database connection issues,Connectivity,Medium,Open,CI-1BF32CB7,CRQ960466,Restarted service,"router, latency, dns",2025-02-22,Unknown
INC10578,Firewall blocking outgoing traffic,Performance,High,In Progress,CI-291C7AF7,CRQ914693,Reconfigured firewall rules,"auth, timeout, router",2025-03-18,Change
INC10579,System rebooted unexpectedly,Network,High,In Progress,CI-59883B84,CRQ996283,Increased heap size,"auth, crash, timeout",2025-03-20,Manual Error
INC10580,Service timeout in EU region,Network,Low,Resolved,CI-5E3534B8,CRQ922958,Increased heap size,"auth, router, firewall",2025-02-27,Network Glitch
